ID,NAME,FOLLOWER_COUNT,ANSWER_COUNT
20840874,哪些东西买了之后，会让人因生活质量和幸福感提升而感觉相见恨晚？,421573,3942
20894671,日常生活中有哪些十分钟就能学会并可以终生受用的技能？,343832,1554
36546814,有哪些堪称「神器」，却鲜为人知的软件/网站/互联网服务？,451891,2026
22238159,你有什么相见恨晚的知识想推荐给年轻人？,330564,3887
27391031,怎么花最少的钱提升出租屋的格调？,409004,3606
20958648,淘宝上有哪些网购美食？,267112,1604
35216653,有哪些物美价廉的淘宝店值得推荐？,189404,1152
38485891,有哪些好看到让人浑身颤抖、无法自拔、久久不忘的电影？,234052,10957
21758700,Excel 有哪些可能需要熟练掌握而很多人不会的技能？,216430,359
28358499,如何长时间高效学习？,295481,1219
27325912,哪些纪录片让你开阔眼界、增长见识？,222553,2956
22467582,有哪些很重要又被忽视的炒菜技巧？,210305,1423
35112627,有哪些必备的知识技能？,186107,877
28626263,有哪些读书学不来，却很重要的素质？,217942,2683
38501171,有哪些你看过一眼就难以忘怀的句子？,254877,29125
35781319,喜欢宅的人，如何把家里装修成全世界最舒服的地方？,269503,1522
35005800,想要充实自己，有哪 10 本书或者 10 部电影值得推荐？,227909,2133
22292474,哪些实用的小方法、小技巧、好习惯能让人每天进步？,196568,1013
28070036,有哪些可以提升情商、判断力和谈话技巧的书籍？,210008,1156
23933357,淘宝上有哪些很显格调和品味的东西？,146195,419
23136740,有点贵但很值得买的商品有哪些？,211000,1760
24399575,有哪些价格不贵格调又高的家装家居？,180262,483
23271389,有哪些出租屋实用神器？,192980,655
20535575,有哪些书适合每天睡前读，有趣又能学到知识的？,167103,1722
20381470,体质极差的人该如何从头开始恢复身体素质？,190673,1109
23054572,有哪些 100 元以下，很少见但高大上的物件？,205267,679
24269892,现实可以有多美好？,137987,9269
22390958,有哪些让你相见恨晚的化妆品和护肤品？,213485,2116
20250029,男生如何找准自己的穿衣风格，提升衣着品味？,149202,528
27712663,如何让自己变得更加优秀？,162228,1321
35667984,减肥对外貌的改变有多大？,156690,5214
38632401,有什么知识，你知道后你的世界马上就不一样了？,152097,1893
20846401,哪些技能，经较短时间的学习，就可以给人的生活带来巨大帮助？,130127,1111
19855515,国内有哪些冷门但有特色的旅游地点？,201582,1477
21274267,怎样做出优秀的扁平化设计风格 PPT 或 Keynote 幻灯片演示文稿？,124843,185
19761485,如何改掉晚睡强迫症？,159051,4288
22618603,有哪些「百元货」可以有效提高生活质量？,157623,768
21423568,如何布置独居小房间能惬意地生活？,134666,528
35886615,有哪些「知名度不高，质量却很好」的品牌？,145257,1116
21509929,日本哪些化妆品护肤品特别好？,145554,658
27702564,每天坚持英语学习为什么还是学不好？,136389,1224
26457306,有哪些有用的人际交往小常识？,254417,1965
36243693,你听过最酷的一句话是哪句？说这句话的人也一样酷么？,110654,12068
35414364,有哪些令人清醒的句子？,143582,4637
30018273,有哪些让你相见恨晚的 PPT 制作技术或知识？,146797,330
19553905,如何增加一个人的自信？,157913,3732
35931336,你写论文时发现了哪些神网站？,164105,470
29064753,长大以后，你悟出过哪些不一样的道理？,171250,9022
19647535,旅行时如何拍出不那么「到此一游」的照片？,142001,1880
38244425,有哪些让你「心上开出一朵花」的瞬间？,135905,17819
23819007,你有什么道理后悔没有早点知道？,464564,18532
22867272,如何变得会聊天？,215520,1659
41365485,有哪些典型的「学生思维」？,242743,3801
37167038,你的每日私人成长暗器是什么？,147389,1657
23802668,有哪些让你感叹「写出这种句子的人，我十辈子都追不上了」的句子？,292929,21983
20502275,如何系统地练字？,132235,427
31476726,你的手机上有哪些有意思的 APP ？,184244,2227
28094932,人到底可以有多坏？,140322,7222
37374497,人类都有什么细思极恐的细节？,180607,13097
31637529,有什么道理是开始注重外表几年后才能悟出来的？,239839,3227
24326030,你是通过什么渠道获取一般人不知道的知识和信息的？,161800,672
29265697,有哪些有趣的小家具？,118383,340
24708380,有什么地方让你觉得「哪怕只为了吃都值得特地跑一趟」？,138559,3068
28594126,长时间坚持健身能在一定程度上改变容貌吗？,119817,2603
28902940,有哪些瘦腿的方法？,135952,921
20872048,男生如何学习服装搭配？,122938,720
29125576,有哪些令人拍案叫绝的临场反应？,118545,3073
33449950,有哪些你第一眼看到就爱上的句子？,172948,11062
35811067,有哪些好看的高智商悬疑电影？,136627,1782
26560512,学霸们是如何高效率地学习、工作、生活的？,126574,461
36255080,一个人可以 DIY 出什么有意思的东西？,208419,4215
22921426,要怎样努力，才能成为很厉害的人？,158026,1596
22913650,人这一生为什么要努力？,163184,8846
37206525,有没有一部电影让你在深夜中痛哭？,158618,17907
39367879,哪些撩妹的骚操作让你久久不能平复？,134461,5694
25378124,同一个人，体重 120 斤和 100 斤的世界是完全不同的吗？,136888,6126
23913984,哪些思维方式是你刻意训练过的？,254438,3160
22347626,做哪些事情可以提升生活品质？,120308,1841
22613022,哪些纪录片可以称为「神作」？,144226,1398
24242117,有哪些既高大上又简单的家常菜？,123561,700
26462748,有哪些网购能买到的冷门却有趣的东西？,122421,310
21652570,女生应该怎么穿衣服既低调又不俗气？,118335,621
40498719,有哪些事情使你意识到「思维的局限性」？,96050,2556
23151702,男女交往最忌讳什么？,102363,2666
26092497,女生如何健身，才能做到穿衣显瘦，形体优美？,117210,284
24317199,有哪些合适年轻人的服装品牌值得推荐？,99211,456
26811466,有哪些生活小习惯，慢慢地可以改变一个人的性格或者生活？,108195,955
22666792,哪些消费不高且免签的国家适合旅行？,153887,562
20395761,成长过程中，哪些道理让人懂之恨晚？,122391,4724
23111201,世界上正在发生着哪些国内少有人关注的重要变革？,173936,778
23043155,有哪些 1000 元以下，很少见但高大上的东西？,81447,339
20687290,没有锻炼基础的人，如何增肌与减脂？,106088,596
25699277,有哪些电影一定要趁年轻看？,161436,3208
39731953,有没有一张图片让你瞬间明白了什么叫「气质」？,140164,11917
21100397,如何才能拍出一张特别好看的自拍照？,101832,1723
25695608,约会时除了吃饭看电影还有其他推荐吗？,147486,2145
20097263,怎么练好英语口语？,133926,893
31914864,思念到极致是什么感觉？,110253,18492
36688754,减肥期间有哪些低脂又好吃方便的东西？,144321,1447
37050422,月入十万，难吗？,138896,4158
20556024,国内有哪些尚未过度开发的景点值得一去？,103771,1240
27346629,好友间的关系是如何变淡的？,125106,12362
36918815,有哪些爆笑恶搞的电影，能把人笑爆炸的那种？,136438,1468
23421866,哪些专业问题在本专业是常识，但在日常生活中却不被人所知？,78890,1943
37248069,有哪些令人拍案叫绝的推理桥段？,302024,12608
20151457,二十多岁该做什么，将来才不后悔？,89993,1492
20317867,关于房间的整理与收纳，有什么好的建议？,110416,917
20765142,女孩子平时在家里有哪些健身锻炼的好方法？,91039,436
19869956,有哪些简洁的人生建议？,98215,2924
20406962,你最孤独的时刻是什么？,128893,32575
24114669,如何系统地学习股市？,94641,722
22706323,那些年入上百万的人是如何做到的？他们的平均年龄是多少？白手起家的到底多不多？,76785,627
22614212,为什么现在很多年轻人愿意到北上广深打拼，即使过得异常艰苦，远离亲人，仍然义无反顾？,105320,5287
32189846,有哪些外行人看来很蠢的设计实际上却是精妙无比？,199402,3837
25493003,女生需要哪些基础款鞋子？,103462,644
27593570,每天花费八小时或以上，在 15 - 20 天内能学会或完成的事有哪些？,83731,489
27755599,什么叫做内心强大？怎样变成一个内心强大的人？,93847,3230
31784351,哪些文字绝妙到「一句话就是一个故事」？,135166,16289
19866127,有哪些让你感触很深的陌生人的事？,87430,8798
26530272,有没有一些简单好吃又健康而且适合在家做的甜品？,94737,808
30744932,有哪些适合居住一周的旅游小镇？,109023,1094
28255870,哪些习惯让生活更简洁高效？,91192,674
20406019,单身职场人士如何利用晚上八点到十点这段时间自我提高？,110922,1147
33555626,有哪些十分惊艳的书值得推荐？,177433,3557
37616118,你经历过哪些事情让你觉得对方「不愧是老手，有智慧！」？,85147,1351
36343659,有哪些人际关系方面的小技巧可以保护自己？,178101,1833
26398755,为什么部分人友善且独来独往？,106637,7552
36172373,你们身边真实发生的最可怕的事情是什么？,137021,7641
27726057,你最喜欢的故事是什么？,214928,6460
35634268,你家的装修是怎样的，共花费多少？,246496,2102
30203356,高度自律是一种怎样的体验？,106164,1169
40646841,最让你震惊的一宗杀人案件是什么？,259243,9416
35874887,大神们都存着哪些图片以做回复之用？,83211,890
30277318,中国真的有很多穷人吗？,108389,8811
20024970,对你职业生涯帮助最大的习惯是什么？它是如何帮助你的？,85545,892
20603837,商业分析能力是怎样炼成的？,97897,316
19829805,你必讲的笑话是哪个？,105665,2554
41799510,你心中一直告诉自己的话是什么？,85121,11854
29064178,什么样的能量才能支撑一个人走过人生的低谷和迷茫？,122589,5113
19552586,最适合在办公室吃的零食是什么？,83997,1282
24023171,一个人旅行有哪些必备神器？,90828,949
29083850,不上健身房，有哪些即使在家完成也能有好效果的健身方式 ？,89681,629
29447490,你的私人书单是什么？,103182,1597
36978617,你们见过最好看的家装是怎样的？,128951,771
23147527,有哪些包装方法让礼物瞬间高大上？,76182,325
30901993,什么话是你当时不懂，后来顿悟的？,68370,3597
38411883,有哪些知道后让你震惊的冷知识？,174138,3709
22632958,哪些礼仪是一个人必备的？,119148,1210
35720340,哪个瞬间让你突然觉得读书真有用？,271022,18700
30178891,有哪些让人欲罢不能的学习方法？,188343,1004
28882548,有哪些非常好看、质量上乘，但在国内缺乏关注的美剧？,96039,1985
20228439,有哪些不为外行所知的好产品或好品牌？,79749,411
31819714,有哪些很漂亮而且做起来比较方便的美食？,74007,654
31805456,没钱的女生要注意哪些细节才不会被觉得很 low ，上不了台面？,77661,3640
21540223,天涯和猫扑上有哪些顶级好帖？,73927,231
37120133,日本究竟发达到什么程度？,101828,2763
36267481,有哪些小技能是可以通过闲暇时间学到的？,126429,591
29653125,你经历的最让你觉得人心可怕的事是什么？,91267,5989
30026173,有哪些读上去文艺而有韵味的句子？,151091,4374
36218460,那些曾经轰动一时的新闻事件，都有哪些后续发展？,113704,1478
22590902,如何白手起家挣到一百万？,126544,2557
33474046,销售最厉害的招数都有哪些？,104624,1033
37271601,有哪些「看似复杂，实则简单」的PS技巧？,130798,297
19965010,不同行业的真实工作是怎样的体验？,94054,599
33220674,我们是怎样一步步地走向平庸的？,86882,2304
22256995,有哪些打动过你的广告？,73665,5318
31453881,怎样在一个暑假内变美？,97730,910
20921841,提高手机摄影水平，有什么心得？,100481,801
30396590,淘宝上有哪些好看到爆的女装店？,200573,1559
26530769,有哪些有利于人保持年轻、健康、漂亮的状态的细微的好习惯？,148042,1187
22825765,不会搭配服饰的女生如何开始系统地学习服装搭配？,95005,453
26833590,你在人际交往方面吃过哪些亏？,93923,1233
31755025,有哪些冷门却好用的东西可以网购？,95569,202
27936753,有哪些相貌平凡的人穿出衣服品味的例子？,74136,610
25365330,哪些事做起来无聊但坚持越久意义越大？,105383,1625
37496011,你听过的最能引起共鸣的话是什么？,152629,11197
29488284,跟优秀的人相处是种怎样的体验？,69579,1695
26702926,淘宝上买衣服，怎么买出质量，穿出品位？,72378,370
29762631,历史上有哪些很厉害的骗局？,86605,2205
19732277,应该清楚男友哪些方面才能结婚？,86642,1183
39501641,被不会撩妹的男人强撩是什么体验？,122187,10969
20732514,知乎上有哪些关于书籍推荐的好问答？,80472,80
28484672,如何辨认身边的聪明人？,99642,1499
26039287,装修有哪些建议？,89130,751
22737806,遇见一个合适且长久的人有多难？,80685,3254
20354735,有哪些不起眼却非常赚钱的行业？,327697,5477
23444019,23 岁到 35 岁该如何实现资产增值？如何不陷入结婚生孩子买房的恶性循环中？,69081,459
21368231,自控力极差的人如何自救？,104047,902
38708083,活在中国，你感觉这个国家最让人不解的是什么？,143816,14864
28058827,面试者如何回应面试官问的「你有哪些要问我的？」？,81272,800
23009666,知乎上关于男士的精彩问答有哪些？,62608,17
35242408,拥有丰富的表情图是种怎样的体验？,67857,1361
19599216,如何提高逻辑思维能力？,101104,485
23325996,100 元以下的价位有什么好喝的酒？,90698,1268
19985122,怎样纠正成年人驼背、耸肩的体态？,93393,669
19597380,你的第一桶金是如何赚到的？,84764,1852
23010225,你遇到的最文艺的一句话是什么？,88316,7013
20136746,有哪些适合大学生浏览的网站？,66542,571
20611196,女孩如何培养穿着打扮的品味？成年后，如何继续提升？,67142,348
25950263,30 平米的房间中放哪些简单便宜的东西，可以帮助提升情调？,75573,468
28656794,坚持跑步到底有哪些改变？,100029,4002
22515987,做饭给自己一人吃，如何最快速，且营养有保证？,91647,884
26663467,如何让下班之后的生活变得丰富多彩、健康积极？,75329,892
31377684,你在知乎收藏过的最好的答案是什么？,72296,160
38437324,旅行拍照穿的超好看（上镜）的衣服有哪些风格？,94842,1127
28866004,你听过最心酸的一句话是什么？,96200,14018
20829553,女生化妆如何入门？,90896,329
26677313,你有什么相见恨晚的英语学习方法？,101442,758
22295122,在清华北大或者其他顶尖985 院校，到底存在不存在智商被碾压这回事？,75900,1604
26613082,减肥成功是什么感觉？给生活带来哪些改变？,173639,11445
26980862,什么是「穷人思维」？,76049,2079
39284255,女孩子究竟是怎么由丑变美的？,137952,6500
24278285,女生怎么穿会比较帅气？,90485,2825
20875474,什么是爱？爱一个人是什么感觉？,86171,12504
28599578,如何恰当地表示愤怒？,68573,1726
19942068,网络上有哪些免费的教育资源？,100723,314
23475328,你是如何强迫自己不断学习提升的？,76417,1623
36966208,90 年前后出生的人现状如何？,53223,5045
28209703,一个女孩要怎样才算得上精致？,72362,1238
30994199,有哪些好看的负能量电影？,95139,2951
20057894,如何维护长期的恋爱关系？,89454,1233
23021337,富人的思考方式是什么？,53738,506
28125763,淘宝上有哪些「神店」？,85459,471
27652145,新手化妆怎么起步？,87424,369
20443747,哪款洗发水比较好？理由是什么？,63452,768
27353387,有哪些细微但是高效有用的习惯？,112467,852
20727176,有哪些值得推荐的中文字体？,73559,457
29364545,有哪些打动人心的常被单曲循环的歌的歌词？,85071,15572
20829729,有什么适合年轻人的简约时尚的手表？,66614,779
30161095,为什么「道理都懂，然而执行力差」的现象如此普遍？,77658,1991
39081910,你做了什么事情让大家笑疯？,106351,8387
38181067,哪句台词你永远忘不了？,78810,11854
37018823,装逼成功是种怎样的体验？,121762,8073
24254745,无印良品（MUJI）有哪些值得买的东西？,70163,566
35564122,年少没多少感觉，长大才恍然大悟、赞叹不已的好书或好文，有哪些？,75205,5301
41594591,有哪些颜值爆表的撩妹零食？,105889,722
26009615,有哪些鲜为人知，但是很有意思的网站？,103870,432
31138419,女性由丑变美是种怎样的体验？,71917,4026
20619895,给大学生拟一份通识教育书单，哪些书可入围？,72996,388
20772002,有哪些工具或者软件堪称神器？,89808,760
20237807,知乎在各个领域有哪些值得关注的用户？,62481,157
38894510,人可以多幽默？,76788,1622
21018000,什么是「不会聊天」？不会聊天怎么办？,73428,895
33971854,为什么毕业三四年之后，同学之间的差距会越拉越大？,135059,3500
21939978,iPhone 拍照有哪些技巧？,75452,294
20532926,知乎上的高质量回答提供者们是怎样搜集资料的？,56808,88
31809134,孩子需要经历些什么才会明白学业的重要性？,66828,2083
31524027,你见过最人性化的设计是什么？,86479,2171
31280604,认为「只有我完美了，别人才会喜欢我」的想法有什么错误，该怎么解决？,64818,2718
31027404,通过跑步瘦下来是种怎样的体验？,110333,3469
36085845,中国现在有哪些值得骄傲的方面？,76483,4135
28323744,有哪些好看极简的手表？,76657,863
28259314,如何让皮肤变好？,91229,940
39420364,过去的五年（2011～2015）你经历了哪些重要的人生节点？对现在有哪些影响？,58078,3510
26980854,什么是「富人思维」？,145947,2857
22718708,如何让 PowerPoint 幻灯片「高大上」？,57636,130
27648526,哪些地方适合一个人旅行？,93199,1283
20883403,如何做到长时间（4 个小时以上）精神专注？,89016,1239
20785337,贫富人家的孩子在思维方式上有差异吗？,57168,1883
20495563,为什么有的人没有恋爱需求？,97122,11997
27355234,恋爱中有哪些博弈？,76278,773
20220020,跟别人聊天，没有话题，怎么办？,81880,406
39295324,有哪些布局精心、长久的骗局？,84006,2064
28389376,颜值中上的女生外在上可以从哪些方面提升形象？,85128,447
23252705,住过几年的房子，有哪些简单的改造、装修能大大提升幸福感？,75882,615
24544386,有哪些高级的英语表达技巧，让人一听就感觉很地道？,76554,375
37174334,在中国，英语流利能给个人带来多少额外的收益？,67461,868
24718096,中国菜可以有多好吃？,78384,3062
29174887,20 岁女生怎么买到有档次而不奢侈的衣服？,66912,539
39319905,你是怎样通过学习改变命运的？,56514,2364
28778713,你是如何从两千多只股票中选出心仪的股票的？,62289,905
22566396,哪些 iOS 应用让你用了很满意并能提高生活质量？,59202,473
31950251,淘宝上有哪些 9.9 包邮的好东西？,81630,358
27621722,利用爬虫技术能做到哪些很酷很有趣很有用的事情？,74625,658
40155967,你听过哪些赚钱的歪点子？,114934,2838
23171083,有哪些堪称神转折的故事？,114456,4209
22716525,很瘦的人该制定怎样的健身计划？,69723,468
19602183,人最重要的能力是什么？,89793,4305
25274050,女装里有哪些必备的单品？,57960,389
24230372,为什么有的人好像什么都知道但现实中却一事无成？,78753,3872
22808635,怎样才能从英语很糟糕的人变成英语很厉害的人？,113309,866
29528198,哪些思维方式令你受益匪浅？,55956,786
24247605,现实可以有多残酷？,52363,1926
26234383,女孩应该知道的妇科常识有哪些？,89972,321
22650133,哪些才艺可以在短期内学会，且易于展示？,88458,628
23238816,如何保持正确的坐姿？,57432,248
39408533,有哪些人堪称「神人」，却鲜为大众所知？,85135,742
38894816,你买的最失败的东西是什么？,90974,6022
29312659,有哪些体现情商低的言行？,73639,4611
26768751,你遇过哪些概率极小的事？,69564,15036
20814703,最能燃起你学习激情的一句话是什么？,92268,5113
23880443,资深驾驶员对新手有哪些建议？,65083,1135
39532486,你遇到过的坏老师可以有多坏？,68923,20107
32300010,在大学里怎样保持饱满的精神状态？,78736,913
24180556,有哪些一天内就能掌握却受用终身的技能？,48606,476
25983698,你见过的情商最高的行为是什么？,82715,1525
21158269,如何用好 Kindle？,75427,426
26380791,有哪些好的网站，让人第一眼看了就怦然心动，流连忘返？,86461,834
27741189,Kindle 有哪些鲜为人知的使用技巧？,82584,335
22945320,有什么可以提高大学寝室生活的质量？,84716,1285
21855830,怎样一步步地培养自己的理财能力？,58881,450
22239539,男生怎么护肤，有哪些护肤品值得推荐？,75425,666

22918070,女生如何健身练出好身材？,92373,585
30550212,如何在家里布置一个实用美观的用于书面工作的工作台？,47331,326
38426540,如何文艺地表达「后来，我想通了」？,53442,5403
22337727,哪些日剧可以称为「神作」？,78087,1918
22592866,男人品位的高低从何处体现？,58190,1237
39829502,你有哪些「当时我就懵逼了」的经历？,97569,5821
30400300,北京有哪些深藏不露的餐馆？,74796,627
37018317,一个人心理成熟的具体表现都有哪些？,105807,3282
26499972,怎么消除脸上痘痘和挤完痘痘留下的斑？,59078,729
24963590,男装里有哪些必备的单品？,60881,227
23617896,女人的温柔从哪里体现？,65626,3305
22034803,好的消费观是怎样的？,68186,1753
41295457,有哪些如「女性突然把手伸进领子，多半是在捞胸罩肩带」的小秘密？,80662,3177
21923064,「上流社会」的生活是怎样的？,55975,1394
34490697,女生需要的基本款的秋装有哪些？,73064,386
35239964,宇宙中有哪些超出常人想象的现象？,75245,674
30603447,贫穷会对人的身心造成多大的影响？,99956,11379
31847982,什么是假性亲密关系（Irrelationship）？,54283,929
20758225,什么鞋能耐穿 5-10 年，并且能够搭配休闲裤和牛仔裤？,45153,382
20357585,如何克服严重的拖延症？,76915,1536
25488688,如何优雅地送妹子礼物？,65953,709
20890735,怎么投资自己？,64702,412
28540682,怎么拒绝自己不想回答的隐私问题？,64886,588
21921531,有什么好用的口红推荐？,74239,1201
22425541,一个人旅行应该怎样自拍？,60319,686
22744751,知乎上关于美食的精彩问答有哪些？,54733,81
22866524,人既然知道努力就可以进步，为什么还是会不努力？,54917,1772
